PALAVRA,QTD_PALAVRA
ELIZABETH,1
JOHNSON,3
XAVIER,1
KOGGE,2
NOTRE,1
DAME,1
MORRIS,1
LANCASTER,1
BAH,1
DOUG,4
MONTANA,1
LILJA,1
NAM,1
LING,1
CLARA,3
LUM,1
AGILENT,1
STEPHEN,2
MANN,1
WATERLOO,1
DIANA,1
MARCULESCU,1
CARNEGIE,2
MELLON,2
MARGARET,2
MCMAHON,2
U,10
S,81
NAVAL,1
ACAD-,1
EMY,1
UWE,1
MEYER-BAESE,1
FLORIDA,1
CHRIS,1
MILNER,1
TOM,1
PITTMAN,1
SOUTHWEST,1
BAPTIST,1
JALEL,1
REJEB,1
BILL,2
SIEVER,1
ROLLA,1
KEVIN,1
SKADRON,1
PAM,1
SMALLWOOD,1
REGIS,1
COLO-,1
RADO,1
K,32
STUART,1
SMITH,8
ROCKY,1
MOUNTAIN,1
WILLIAM,3
TAFFE,1
PLYMOUTH,1
THOMODAKIS,1
TEXAS,4
A&M,1
RUPPA,1
THULASIRAM,1
MANITOBA,1
YE,1
TUNG,1
SOUTH,13
ALABAMA,1
STEVE,1
VANDERLEEST,1
CALVIN,1
NEAL,1
WAGNER,1
ANTONIO,1
KENT,1
WILKEN,1
DAVIS,2
PREFACEXVIIWE,1
TOO,47
CAREFULLY,5
MANUSCRIPTS;,1
SUCCESSIVE,7
DRAFTS,2
ENSURE,22
ERRORS,17
DIDN’T,6
CREEP,1
KRSTE,1
ASANOVIC,1
JEAN-LOUP,1
BAER,2
WASHINGTON,1
BROOKS,3
HARVARD,4
CLARK,6
PRINCETON,2
CONNORS,1
COLORADO,1
BOULDER,1
MATT,1
FARRENS,1
MANOJ,1
MARYLAND,2
PARK,1
GREINER,1
RICE,1
HARRIS,1
HARVEY,3
MUDD,1
HILFINGER,1
NORM,2
JOUPPI,2
HEWLETT-,1
PACKARD,1
KAELI,1
OPPENHEIMER,3
TIMOTHY,1
PINKSTON,1
SMOTHERMAN,3
CLEMSON,1
WOOD,1
MEET,5
CREATING,20
70%,5
RECRUITED,2
GRADUATE,2
RECOMMENDED,2
FESSORS,1
CREATIVITY,1
PERSISTENCE:,1
BLACK,6
UNI-,6
VERSITY,1
LEI,1
CHEN,2
ROCHESTER,2
NIRAV,1
DAVE,1
WAEL,1
EL,2
ESSAWY,1
ROCHES-,1
TER,16
NIKIL,1
MEHTA,1
NICHOLAS,1
NELSON,1
AARON,1
AUSTIN,1
CHARLIE,1
WANG,1
DUKE,1
THANK,3
CAREFUL,10
PASS,24
GLITCHES,1
SIGNIFICANTLY,19
IMPROVED,20
QUALITY,8
WISH,15
EXTENDED,27
FAMILY,4
AGREEING,1
PUB-,3
LISH,1
UNDER,29
LEADERSHIP,1
SHE,5
VISION,2
PLAYED,4
IMPORTANT,84
ROLES,1
DEVELOPING,6
SIMON,1
PRODUCTION,5
PROCESS,151
COORDINATED,1
SURVEYING,1
USERS,32
RESPONSES,1
FREELANCE,1
VENDORS,2
CONTRIBUTED,1
VOLUME,4
ANDDARTMOUTH,1
COMPOSITORS,1
CONTRIBUTIONS,1
NEARLY,13
100,118
HERE,45
MADE,60
BEST,44
1COMPUTERABSTRACTIONS,1
CIVILIZATION,3
ADVANCES,13
EXTENDING,1
OPERATIONS,146
PERFORM,86
THINKING,3
THEM,104
ALFRED,1
NORTH,10
WHITEHEAD,1
MATHEMATICS,5
1911,1
1INTRODUCTION,18
31,28
111,6
COVERS,22
151,2
281,3
PITFALLS,41
331,2
351,1
361,1
8EXERCISES,8
36WELCOME,1
WE’RE,2
DELIGHTED,1
CONVEY,2
EXCITEMENT,1
DRY,11
DREARY,1
WHERE,141
PROGRESS,7
GLACIAL,1
ATROPHY,1
NEGLECT,1
COMPUT-,9
INCREDIBLY,3
VIBRANT,1
ASPECTS,22
RESPONSIBLE,7
10%,9
GROSS,1
UNUSUAL,3
EMBRACES,3
INNOVATION,4
BREATHTAKING,1
RATE,283
1985,12
WHOSE,32
APPEARED,4
REVOLUTIONIZE,1
REVOLUTIONS,3
CUT,6
ONLY,327
BECAUSE,268
SOMEONE,4
ELSE,17
BUILT,20
RACE,4
INNOVATE,1
LED,22
UNPRECEDENTED,2
INCEPTION,1
LATE,11
1940S,2
TRANSPORTATION,4
KEPT,15
PACE,2
TRAVEL,5
COAST,3
ROUGHLY,6
FEW,42
CENTS,1
TAKE,129
MOMENT,1
CONTEMPLATE,1
IMPROVEMENT,42
SOCIETY—LIVING,1
TAHITI,1
WHILE,144
WORKING,10
GOING,26
MOSCOW,1
EVENING,1
BOLSHOI,1
BALLET—AND,1
APPRECIATE,2
IMPLICATIONS,5
1INTRODUCTION1,1
4CHAPTER,1
1COMPUTER,20
REVOLUTION,7
TAKING,24
PLACE,92
ALONGSIDE,1
AGRICULTURAL,1
INDUSTRIAL,1
REVOLU-,2
RESULTING,12
MULTIPLICATION,30
HUMANKIND’S,1
INTELLECTUAL,1
STRENGTH,7
REACH,5
NATURALLY,5
EVERYDAY,3
PROFOUNDLY,1
CHANGED,25
WAYS,28
KNOWLEDGE,9
CARRIED,1
OUT,74
VEIN,1
SCI-,2
ENTIFIC,2
INVESTIGATION,2
COMPUTATIONAL,2
SCIENTISTS,4
JOINING,1
THEORETICAL,4
EXPERI-,2
MENTAL,2
EXPLORATION,4
FRONTIERS,1
ASTRONOMY,1
BIOLOGY,2
CHEMISTRY,2
PHYSICS,2
CONTINUES,13
COST,123
IMPROVES,18
FACTOR,32
OPPORTUNITIES,3
MULTIPLY,69
ECONOMICALLY,1
INFEASIBLE,1
SUDDENLY,1
PRACTICAL,10
PAST,15
FICTION,2
AUTOMATIC,14
TELLER,2
MACHINES:,1
WALL,7
BANKS,12
DIS-,14
TRIBUTE,1
CASH,1
RIDICULOUS,1
CONCEPT,16
1950S,2
CHEAPEST,3
LEAST,53
$500,5
000,117
CAR,4
AUTOMOBILES:,1
UNTIL,61
MICROPROCESSORS,23
PRICE,12
EARLY,41
1980S,6
CARS,2
LUDI-,1
CROUS,1
POLLUTION,6
FUEL,5
EFFICIENCY,23
ENGINE,4
CONTROLS,20
INCREASE,102
SAFETY,13
PREVENTION,1
DANGEROUS,3
SKIDS,1
INFLATION,2
BAGS,2
PROTECT,8
OCCUPANTS,1
CRASH,3
LAPTOP,10
COMPUTERS:WHO,1
DREAMED,1
LEAD,29
ALLOWING,31
BRING,6
PUTERS,6
COFFEEHOUSES,1
AIRPLANES,4
HUMAN,19
GENOME,1
PROJECT:,1
EQUIPMENT,6
MAP,30
ANA-,1
LYZE,1
DNA,1
SEQUENCES,21
MILLIONS,23
DOLLARS,7
IT'S,2
UNLIKELY,4
ANYONE,4
CONSIDERED,12
PROJECT,11
COSTS,20
TIMES,158
HIGHER,64
20,85
AGO,7
WEB:,2
EXISTENCE,2
TRANSFORMED,3
SOCIETY,6
AMONG,53
DISTRIBUTING,2
NEWS,26
SENDING,13
FLOWERS,1
BUYING,1
ONLINE,2
CATALOGUES,1
TOURS,1
PICK,9
VACATION,1
SPOTS,1
FINDING,19
ESOTERIC,1
MUNDANE,1
TEXTBOOKS,4
ASPECT,10
ALLOWED,7
WONDERFULLY,1
USEFUL,48
SOFT-,6
EXPLAIN,29
OMNIPRESENT,1
TOMORROW’S,1
CASHLESS,1
AUTOMATED,3
INTELLIGENT,6
HIGHWAYS,1
GENUINELY,1
UBIQUITOUS,2
COMPUTING:,2
CARRIES,8
EVERYWHERE,1
5CLASSES,1
CHARACTERISTICSALTHOUGH,1
DISCUSSED,27
RANGING,4
SMART,3
HOME,7
APPLIANCES,1
CELL,8
PHONES,5
LARGEST,18
SUPERCOMPUTERS,9
REQUIREMENTS,18
EMPLOY,4
BROADLY,1
SPEAKING,3
THREE,246
CLASSES,33
POSSIBLY,27
BEST-KNOWN,2
CHARACTERIZED,2
PERSONAL,21
PROBABLY,20
EMPHASIZE,4
DELIVERING,2
PERFOR-,27
MANCE,26
USER,82
LOW,26
EXECUTE,98
THIRD-PARTY,3
SHRINK-WRAP,2
MARKETS,2
EVOLUTION,10
DRIVEN,8
CLASS,49
30,34
OLD,33
SERVERS,36
MAINFRAMES,1
MINICOMPUTERS,2
ACCESSED,46
ORI-,1
ENTED,1
CARRYING,3
WORKLOADS,3
CONSIST,14
EITHER,111
SCIENTIFIC,35
HANDLING,68
SMALL,135
JOBS,4
OCCUR,81
BUILDING,21
SIMULATION,11
MODIFIED,16
CUSTOMIZED,2
PARTICULAR,28
EXPANDABILITY,5
CAPACITY,52
MEASURED,25
GENERAL,27
DEPENDABILITY,26
COSTLY,7
SINGLE-USER,2
SPAN,5
WIDEST,4
RANGE,38
CAPABILITY,10
SCREEN,16
KEYBOARD,10
THOUSAND,4
LOW-END,4
TYPICALLY,73
STOR-,3
AGE,6
BUSINESS,4
SERVING,5
EXTREME,9
THOUSANDS,17
CESSORS,4
GIGABYTES,2
TERABYTES,4
PETABYTES,1
HIGH-END,8
CALCULATIONS,9
WEATHER,1
FORECASTING,1
OIL,1
PROTEIN,1
STRUCTURE,60
DETERMINATION,1
LARGE-SCALE,2
PROBLEMS,43
REPRESENT,52
PEAK,20
RELATIVELY,17
FRACTION,52
OVERALL,17
MARKET,17
TOTAL,85
REVENUE,2
MICRO-,4
WASHING,3
PHONE,4
COM-PUTER,6
DESIGNED,47
INDIVIDUAL,37
INCORPORAT-ING,2
GRAPHICS,24
DISPLAY,42
MOUSE,23
SIMULTA-NEOUSLY,2
SUPERCOMPUTER,3
HIGHEST,20
PER-FORMANCE,3
COST;,3
CONFIGURED,7
TYPI-,5
CALLY,9
TERABYTE,2
ORIGINALLY1,1
099,2
511,5
627,2
776,2
240,1
BYTES,88
COMMUNICATIONS,8
SECONDARY,53
REDEFINED,4
MEAN,59
1012,3
DEVICE,151
PREDETERMINED,4
COLLECTION,28
6CHAPTER,1
VIDEO,14
GAME,4
TELEVISION,6
AIRPLANE,4
CARGO,1
SHIP,1
RUN,89
RELATED,16
NORMALLY,26
INTEGRATED,46
DELIVERED,10
SYSTEM;,2
NEVER,32
REALLY,24
BINE,1
MINIMUM,12
STRINGENT,1
LIMITATIONS,8
POWER,97
CONSIDER,72
FAST,86
NECESSARY,30
HANDLE,54
LIMITED,43
MINIMIZING,7
OBJECTIVES,1
TOLERANCE,2
FAILURE,36
RESULTS,65
VARY,15
UPSETTING,1
CRASHES,3
DEVASTATING,1
MIGHT,77
PUTER,18
PLANE,6
CONSUMER-ORIENTED,1
APPLIANCE,1
ACHIEVED,6
PRIMARILY,23
SIMPLICITY—THE,1
DOING,20
PERFECTLY,5
POSSIBLE,78
TECHNIQUES,51
REDUNDANCY,21
EMPLOYED,2
FOCUSES,11
GENERAL-PURPOSE,20
APPLY,9
SLIGHT,5
MODIFICATIONS,5
PLACES,34
TOUCH,6
DURING,133
GROWTH,16
40%,5
COMPOUNDED,3
ANNUAL,4
9%,2
ANNUALLY,1
NOTE,55
GAMES,2
TVS,1
SET-TOP,2
BOXES,1
ASSISTANTS,2
CONSUMER,2
8-BIT,16
16-BIT,52
ELABORATION:ELABORATIONS,1
THROUGHOUT,9
DETAIL,43
SUBJECT,9
DISINTERESTED,1
SKIP,13
OVER,88
ELABORATION,15
DEPEND,36
CONTENTS,53
CORES,6
CESSOR,15
VHDL,1
DESIGNER,30
INTEGRATE,4
APPLICATION-SPECIFIC,3
FABRICATION,2
AVAILABILITY,19
SYNTHESIS,8
TOOLS,13
GENER-,6
SPECIFICATION,12
SILICON,29
SPECIAL-PURPOSE,4
HIGHLY,11
ATTRACTIVE,6
SYNTHESIZED,2
SEMICONDUCTOR,12
LINES,134
PROVIDES,42
FLEXIBILITY,4
CHOOSING,11
MANUFACTURER,6
7BEEN,1
GROWING,9
VERY,75
1998,7
31%,1
2002,16
56%,1
FURTHERMORE,23
PER,248
YEAR,21
63%FIGURE,1
SOLD,8
COUNTS,10
ACROSS,27
TYPES,50
INCLUDED,26
PROCES-,18
SORS,9
VAST,4
1THE,4
DISTINCT,7
OBTAINED,13
SOMEWHAT,9
DIFFERENTLY,4
CAUTION,1
REQUIRED,81
INTERPRETING,3
TOTALS,2
DESKTOPS,6
10–20%,1
AVERAGE,81
3%,3
SALES,3
PREDOMINANTLY,1
SINGLE-PROCESSOR,1
ACTU-,2
ALLY,6
VISIBLE,7
CASES,33
12001100,1
1000900,2
800,18
700,3
600,9
300,14
10002909319981999200020012002348811438921354862129411221315MILLIONS,1
COMPUTERSEMBEDDED,1
COMPUTERDESKTOPS,1
8CHAPTER,1
SUCCESSFUL,3
ALWAYS,111
CONCERNED,9
GETTING,9
QUICKLY,21
CRITICAL,37
1970S,4
CONSTRAINT,4
COMPUTER’S,5
FOLLOWED,25
CREDO:MINIMIZE,1
SPACE,105
DECADE,1
GREATLY,5
REDUCED,18
IMPORTANCE,11
ISSUES,18
REPLACED,53
1960S:THE,1
HIERARCHICAL,6
NATURE,7
MEMORIES,30
SEEK,32
BUILD,25
COMPETITIVE,2
VERSIONS,26
THEREFORE,25
ORGANI-,3
ZATION,5
2SALES,1
COMBINING,6
CATEGORY,4
REFERS,7
APPLICATION-,1
SPECIFIC,31
CASE,110
ARM,11
80%,7
CONJUNCTION,8
14001300,1
1200,6
1100,4
10001998200020012002,1
PROCESSORS1999OTHERSPARC,1
HITACHI,4
SH,9
POWERPC,8
MOTOROLA,5
68K,1
9WE,1
HONORED,1
WHAT’S,2
REV-,1
OLUTIONARY,1
UNRAVELING,1
BELOW,43
ANSWER,26
QUESTIONS:,3
HIGH-LEVEL,39
TRANS-,15
LATED,2
INTO,424
COMPREHENDING,1
FORMS,16
GRAM,17
INSTRUCT,6
NEEDED,127
FUNCTIONS,32
CEPTS,1
VITAL,3
WRITE,319
KINDS,9
DETERMINES,41
PROGRAM-,8
MER,1
DEPENDS,52
ORIGINAL,34
TRANSLATION,51
LAN-,13
GUAGE,9
EFFECTIVENESS,6
EXECUTING,33
TOPIC,15
ADVANCED,25
QUESTIONS,12
EVALUATING,13
FEATURES,16
TRIAL,1
RATHER,92
PROCEDURE,171
INSIGHT,10
ANALYSIS,10
LAYS,1
FOUNDATION,9
REST,51
INTRODUCES,11
DEFINITIONS,6
COMPONENTS,55
CIRCUITS,14
FUELS,2
ONES,11
LOT,6
WORDS,122
HEARD,3
SURE,26
DON’T,35
PANIC,1
YES,9
SPECIAL,53
TERMINOLOGY,14
DESCRIBING,7
ACTUALLY,40
HELPS,5
ENABLES,15
PRE-,15
CISELY,1
ADDITION,97
INCLUDING,89
AUTHORSLOVE,1
ACRONYMS,2
EASYTO,1
KNOW,57
STAND,3
REMEMBER,28
LOCATE,4
HIGHLIGHTED,23
DEFINITION,15
TERM,32
FLUENT,1
FRIENDS,2
ACRONYM,8
WORD,262
CONSTRUCTED,10
STRING,37
EXAMPLE:,5
RAM,14
RAN-,1
DOM,1
ACCESS,337
CPU,123
PRO-CESSING,1
UNIT,198
10CHAPTER,1
IMPRESSED,1
CORRECTLY,18
BIOS,2
DIMM,2
PCI,11
REINFORCE,1
APPEARING,3
SUMMARIZE,10
INSIGHTS,7
CHECKYOURSELF,27
ASSESS,3
COMPREHENDED,1
INTRODUCED,27
ANSWERS;,1
DISCUSSION,18
QUES-,2
EASY,27
UNDER-,6
SHOWED,4
OUTNUMBERS,1
DENY,1
OWN,26
TRY,44
COMPARE,65
UNDERSTANDINGPROGRAMPERFORMANCETHE,3
COMBINATION,30
ALGORITHMS,20
SUMMARIZES,20
COMPONENTHOW,1
COMPONENT,27
AFFECTS,21
COVERED,17
ALGORITHMDETERMINES,1
SOURCE-LEVEL,2
STATEMENTS,37
EXECUTEDOTHER,1
BOOKSPROGRAMMING,1
ARCHITECTUREDETERMINES,1
STATEMENT,34
3PROCESSOR,1
SYSTEMDETERMINES,2
EXECUTEDCHAPTERS,1
7I/O,1
EXECUTEDCHAPTER,1
EARLIER,43
FOLLOW-,4
RIGHT,159
LOOK,82
BOTTLENECK,13
ALGORITHM,52
CHOSEN,13
TYPICAL,49
CODE,327
RELY,21
SOPHISTI-,1
CATED,4
IMPLEMENT,76
EXTREMELY,6
LOW-LEVEL,12
GO,96
LAYERS,12
INTERPRET,3
TRANSLATE,14
HIGH-,10
LEVEL,111
ORGANIZED,17
FASHION,13
BEING,94
OUTERMOST,4
RING,4
SITTINGBETWEEN,1
SHOWN,82
TODAY:,1
INTERFACES,10
USER’S,3
VIDES,3
SUPERVISORY,1
INPUT,141
OUTPUT,119
ALLOCATING,10
PROVIDING,13
SHARING,22
SIMULTANEOUSLY,19
WINDOWS,5
LINUX,5
MACOS,2
FUNCTION:,1
WRIT-,8
TEN,72
PROGRAM1,1
2IN,1
SIMPLY,77
STARED,1
SPOKE,1
FRENCH;,1
SUCCEED,3
IDIOTS,1
TWAIN,1
INNOCENTS,1
ABROAD,3
1869SYSTEMS,1
SOFTWARETHAT,1
COMMONLY,23
SUPERVISING,2
MANAGES,6
RESOURCES,20
BENEFIT,16
TRANSLATES,8
12CHAPTER,1
SOPHISTICATION,2
EXECUTED,77
BRIEF,11
OVER-,8
RETURN,78
SPEAK,3
SEND,28
SIGNALS,123
EASIEST,8
MACHINES,44
OFF,30
ALPHABET,3
26,33
ENGLISH,5
LIMIT,21
SYMBOLS,13
NUM-,15
BERS,5
0,477
NUMBERS,241
BASE,99
BINARY,139
LETTER,5
DIGIT,35
ORBIT,1
SLAVES,1
COMMANDS,15
COLLECTIONS,5
BITS,433
UNDERSTANDS,3
THOUGHT,13
1000110010100000TELL,1
ADD,261
EXPLAINS,20
ANDDATA;,1
STEAL,1
CHAPTER’S,1
THUNDER,1
3A,1
SIMPLIFIED,11
CONCENTRIC,4
CIRCLES,4
INCOMPLEX,1
TOP,67
HOSTING,1
RUNS,31
APPLICATIONSSOFTWARESYSTEMSSOFTWAREHARDWARE,1
BIT,284
COMPO-NENTS,1
13THE,4
COMMUNICATED,1
TEDIOUS,2
INVENTED,15
NOTATIONS,2
CLOSER,9
WAY,82
HUMANS,9
TRANSLATED,13
HAND,17
STILL,72
TIRESOME,1
PIONEERS,8
SYMBOLIC,16
NOTATION,56
NAMED,7
ASSEMBLER,45
LATES,1
PROGRAMMER,35
BAND,3
1000110010100000THIS,1
TELLS,9
NAME,55
COINED,3
TREMENDOUS,2
FAR,37
SCIENTIST,3
SIMULATE,5
FLUID,2
FLOW,20
ACCOUNTANT,1
BALANCE,9
LINE,59
FOLLOW,19
FORCING,3
GRAMMER,4
RECOGNITION,3
POWERFUL,8
BREAKTHROUGHS,2
DAYS,5
OWE,1
PRODUCTIVITY—AND,1
SANITY—TO,1
CREATION,5
EXPRESSION:,1
+,348
BTHE,2
COMPILE,19
STATEMENT:,4
B:1000110010100000FIGURE,1
RELATIONSHIPS,2
OFFER,16
BENEFITS,13
ALLOW,69
NATURAL,21
ALGEBRAIC,4
CRYPTIC,1
MOREOVER,12
ASSEMBLERA,2
VER-SION,1
SYM-BOLIC,2
REPRESENTATION,77
PORTABLE,5
FORTRAN,11
COM-POSED,2
14CHAPTER,1
ACCORDING,17
COMPUTATION,17
COBOL,2
PROCESSING,45
LISP,3
SYMBOL,16
MANIPU-,1
LATION,7
ADVANTAGE,43
PRODUCTIVITY,1
AREAS,4
WIDESPREAD,6
AGREEMENT,1
DEVELOP-,2
MENT,23
TAKES,78
DEVELOP,2
GUAGES,4
REQUIRE,63
FEWER,28
CONCISENESS,1
CLEAR,25
4C,4
COMPILED,27
ASSEMBLED,11
STEPS,86
MIDDLEMAN,1
PRODUCE,25
EXAMINED,14
SWAPINT,2
INT,23
{INT,2
TEMP;,4
TEMP,13
=,785
VK;,2
VK,7
VK+1;,2
VK+1,4
}SWAP:,1
MULI,1
$2,72
$5,21
$4,27
LW,47
$15,7
0$2,2
$16,3
4$2,2
SW,27
JR,12
$3100000000101000010000000000011000,1
00000000000110000001100000100001,1
10001100011000100000000000000000,1
10001100111100100000000000000100,1
10101100111100100000000000000000,1
10101100011000100000000000000100,1
00000011111000000000000000001000ASSEMBLER,1
COMPILERBINARY,1
15THE,3
INDE-,4
PENDENT,3
ADVANTAGES,18
STRONG,4
MING,4
DONE,49
LOOKED,7
LET’S,75
OPEN,8
FUNCTIONS:,1
INPUT-,1
TING,3
OUTPUTTING,3
STORING,9
PERFORMED,22
PARTS,30
FOUR,141
TASKS,18
COME,22
FOREVER,1
IDENTIFYING,4
BIG,22
PICTURE,19
ITEM,26
DOZEN,5
PICTURES,5
INPUTTING,2
BOX,16
CONTAINING,35
PHOTOGRAPH,6
CONNECTS,6
REVEALS,5
COMPUTERS:,2
KEY-,3
BOARD,18
SUGGEST,4
FEEDS,2
SENT,20
DISKS,155
COVERS1,1
3THE,1
CLASSIC,31
SOMETIMES,37
STANDARD,48
INDEPENDENT,24
TECHNOLOGY:YOU,1
PIECE,13
CAT-,2
EGORIES,1
THEBIGPICTUREINPUT,1
MECHANISM,31
FED,9
CONVEYS,2
COM-PUTATION,2
16CHAPTER,1
DESCRIBES,46
TOUR,2
EXTERNAL,12
ANATOMY,3
MICE,2
GRANTED,3
POINTING,3
ENGELBART,3
PROTOTYPE,1
1967,3
ALTO,7
INSPIRATION,2
WORKSTATIONS,8
MACIN-,1
TOSH,1
1973,1
1990S,5
PLAYS,6
BECAME,12
5THE,45
SHOWING,33
THEPROCESSOR,2
GETS,27
WRITES,109
READS,65
SENDS,5
GOT,4
ATTENDING,1
TALK,4
CONFERENCE,6
SPEAKER,2
BORING,1
STARTED,8
DAYDREAMING,1
HIT,62
17THE,5
ELECTROMECHANICAL,4
BALL,1
ROLLED,1
SURFACE,27
CAUSE,75
X,91
Y,27
COUNTER,46
INCREMENTED,21
AMOUNT,60
MOVED,12
LARGELY,11
NEWER,9
ALL-OPTICAL,1
OPTICAL,13
MINIATURE,2
LIGHTING,1
TINY,4
BLACK-AND-WHITE,1
CAMERA,23
ILLUMINATES,1
UNDERNEATH,1
MOUSE;,1
1500,3
SAMPLE,1
ILLUMINATION,1
COMPARES,15
REPLACEMENT,32
ELECTRO-OPTICAL,1
PHENOMENON,2
DECREASING,9
RELIABILITY,18
ELECTRONICS,4
SOLUTION,44
REPLACE,41
6A,2
LIQUID,12
CRYSTAL,17
LCD,10
CONTAINS,92
ADDITIONAL,61
DELL,8
OPTIPLEX,1
GX260,1
18CHAPTER,1
LOOKING,24
GLASSTHE,1
FASCINATING,4
TELEVI-,1
SION,10
CATHODE,5
RAY,6
TUBE,7
CRT,6
SCANS,3
ATIME,1
75,11
REFRESH,5
NOTICE,28
FLICKER,1
COMPOSED,17
MATRIX,15
PIXELS,10
REPRESENTED,50
RESOLUTION,4
RANGES,3
512,18
¥,155
340,5
1920¥,1
1280,1
2003,21
SIMPLEST,20
PIXEL,17
WHITE,5
DISPLAYS,11
256,14
SHADES,2
GRAY-SCALE,2
COLOR,32
COLORS,3
RED,2
BLUE,2
GREEN,3
24,33
PERMITTING,1
DISPLAYED,1
HANDHELD,1
CALCULATORS,1
CELLULAR,2
FLAT-PANELORLIQUID,1
LCDS,2
CRTS,3
THIN,5
LOW-POWER,5
MAIN,132
DIFFERENCE,40
LIGHT;,2
TRANSMISSION,11
LIGHT,25
ROD-SHAPED,1
MOLECULES,1
TWISTING,1
HELIX,1
BENDS,1
ENTERING,1
BEHIND,12
REFLECTED,3
RODS,1
STRAIGHTEN,1
BEND,1
SCREENS,1
POLARIZED,1
90,4
DEGREES,2
CANNOT,86
UNLESS,7
BENT,1
ACTIVE,41
TRANSISTOR,17
SWITCH,34
PRECISELY,4
SHARPER,1
RED-,1
GREEN-BLUE,1
MASK,15
ASSOCIATED,31
INTENSITY,3
IMAGE;,1
SISTS,2
MAINLY,2
RASTER,5
BUFFER,106
FRAME,35
STORE,171
ON-SCREEN,1
PATTERN,26
FAITHFULLY,1
CHALLENGES,7
ARISE,15
EYE,7
DETECTING,7
SUBTLE,3
DETECT,22
INCONSISTENCY,1
HASN’T,2
OPENING,2
BOXIF,1
PLASTIC,5
DOZENS,6
GRAY,6
RECTANGLES,2
LANDED,1
DECK,1
MOVING,23
CARRIER,3
OBSERVED,5
NUCLEAR,2
PARTICLE,1
POTENTIAL,31
FLOWN,1
ROCKET,1
SPEED,66
WATCHED,1
REVEAL,5
INNERMOST,5
WORKINGS,1
IVAN,1
SUTHERLAND,3
FATHER,1
QUOTED,7
AMERICAN,9
1984CATHODE,1
ELECTRON,4
BEAM,6
SCANNED,5
SMALLEST,11
THOU-SANDS,1
ORGA-NIZED,1
FLAT,8
PANEL,2
CRYS-,1
TAL,1
TECHNOL-OGY,1
LAYER,9
POLYMERS,2
TRANSMIT,10
ACCORD-,1
CHARGE,3
19FIGURE,1
7EACH,1
COORDINATE,4
SHADE,2
CORRESPONDING,49
Y0,1
0011,12
LIGHTER,1
1101,10
Y1,1
X0X1Y0FRAME,1
00111101Y1X0X1Y0Y1FIGURE,1
8INSIDE,1
17,49
PACKAGING,4
CLAMSHELL,1
OPENS,1
HINGES,1
SIDE,25
START,48
LEFT-HAND,6
SHINY,1
METAL,6
F,51
AR,1
SUP-,9
PLY,5
FAN,5
PULLED,4
CIRCUI,1
T,24
PC,254
MOTHERBOARD,13
COMPUTER;,2
CLOSE-UP,3
ARGE,1
RAISED,5
RECTANGLE,1
BAYS,1
HOLD,40
DRIVES,18
BAY,3
CO,5
NTAINS,1
DVD,15
DRIVE,28
MID-,2
DLE,4
ZIP,4
BOTTOM,30
HARDDRIVE,1
SUPPLY,16
20CHAPTER,1
ISSHOWN,1
VERTICALLY,2
DRIVES—A,1
DRIVE—APPEAR,1
CONTAIN,50
ADVANCING,1
ORCHIPS,1
PIECES:THE,1
CONNECTING,6
MEM-,31
ORY,28
BOARDS,7
ATTACHED,7
PERPENDICULARLY,2
TOWARD,10
MIDDLE,15
RIGHT-,2
THEMEMORY,2
RUNNING;,3
EIGHT,27
CIR-,3
CUITS,2
ADDS,35
TESTS,14
ACTIVATE,3
SQUARE,6
LOWER-RIGHT,1
CORNER,1
OCCASIONALLY,4
BUREAUCRATIC-SOUNDING,1
DESCENDING,2
LOWER,91
DETAILS,38
COMPRISES,3
COMPONENTS:,2
RESPECTIVE,5
BRAWN,1
BRAIN,12
DATAPATHPER-,1
WISHES,1
STRAIGHTFORWARD,7
IMPLEMENTA-,7
HIGHER-PERFORMANCE,2
DEPTHS,2
STANDS,6
DYNAMIC,76
RANDOM,36
DRAMS,28
CONTRAST,14
SEQUENTIAL,51
MAGNETIC,52
TAPES,18
RAMPORTION,1
MEANS,81
ACCESSES,95
TYPE,54
MEMORY—CACHE,1
CONSISTS,36
ACTS,7
NONTECHNICAL,1
CACHEIS,1
SAFE,14
HID-,2
THINGS,10
STATIC,53
SRAM,12
DENSE,3
EXPEN-,1
SIVE,4
PACKAGES,3
CONNECTORS,3
CIRCUIT,37
DOZ-ENS,1
AREA,44
CON-TAINS,2
TROL,16
DATAPATHTHE,3
INSTRUC-TIONS,12
MEMORYBUILT,1
LOCATION,71
SLOWER,27
21YOU,1
NOTICED,5
THEME,2
DESCRIPTIONS:DELVING,1
CONVERSELY,2
LOWER-LEVEL,4
HIDDEN,6
SIMPLER,22
PRINCIPAL,1
TECHNIQUE,55
DESIGNING,27
SOPHISTICATED,24
LOWEST-LEVEL,2
9INSIDE,1
MICROPHOTOGRAPH,1
RIGHT-HAND,5
BLOCKS,145
CONTROLCONTROLCONTROLENHANCEDFLOATING,1
POINTAND,1
MULTIMEDIACONTROLI/O,1
INTERFACEINSTRUCTION,1
CACHEINTEGER,1
DATAPATHDATACACHESECONDARY,1
ANDMEMORYINTERFACEADVANCED,1
PIPELINING,130
HYPERTHREADING,1
SUPPORTABSTRACTION,1
REN-DERS,1
TEMPORARILY,1
INVISIBLE,7
ORDER,68
FACILITATE,2
22CHAPTER,1
NAME:THE,1
ANYTHING,4
ENCAPSULATE,1
WORRY,7
COMBINA-,1
